split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.48322147651006714
cross_padufes20,FST 2,0.5052754982415005
cross_padufes20,FST 3,0.45714285714285713
cross_padufes20,FST 4,0.5098039215686274
cross_padufes20,FST 5,0.2222222222222222
cross_padufes20,FST 6,
