split,fitzpatrick_type,accuracy
cross_derm7pt,FST 1,0.5018050541516246
cross_derm7pt,FST 2,0.4931972789115646
cross_derm7pt,FST 3,0.4807692307692308
cross_derm7pt,FST 4,0.4
cross_derm7pt,FST 5,0.46153846153846156
cross_derm7pt,FST 6,0.6666666666666666
