,accuracy,precision,recall,auroc,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
derm7pt,0.476409666283084,0.2776473576142121,0.2856438923395445,0.6772300339298402,0.2406333869476084,0.476409666283084,0.5090397685192004,0.21904761904761905,0.6000000000000001,0.1277777777777778
padufes20,0.44546776539020844,0.5065650627326705,0.44059205177592303,0.7004732459385711,0.3534991178970711,0.44546776539020844,0.40432483490319604,0.2682396216500263,0.37626262626262624,0.28939145411974876
isic2019,0.7440383289172807,0.5369875480779269,0.5243196051290349,0.7301185308153987,0.5284543978957489,0.7440383289172807,0.7423657212869563,,,
