split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.5906040268456376
cross_padufes20,FST 2,0.570926143024619
cross_padufes20,FST 3,0.5558441558441558
cross_padufes20,FST 4,0.37254901960784315
cross_padufes20,FST 5,0.2222222222222222
cross_padufes20,FST 6,
