split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.6128301886792453,0.5244956772334294,0.08833451144581594,0.1033549018541678,0.12314581313061988,0.09587937775823947,0.10951259544442968
