split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.8946236559139785,0.8571428571428571,0.037480798771121426,0.16651305683563747,0.14556729004014607,0.10507620972137792,0.125321749880762
