split,fitzpatrick_type,accuracy
cross_fitzpatrick17k,FST 1,0.639080459770115
cross_fitzpatrick17k,FST 2,0.6387900355871886
cross_fitzpatrick17k,FST 3,0.6310975609756098
cross_fitzpatrick17k,FST 4,0.5492957746478874
cross_fitzpatrick17k,FST 5,0.5098039215686274
cross_fitzpatrick17k,FST 6,0.65625
