split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.6369811320754717,0.547550432276657,0.08943069979881468,0.024693237634350145,0.06843012602658631,0.07095994358895903,0.06969503480777267
