split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.9010752688172043,0.7619047619047619,0.13917050691244248,0.14347158218125958,0.07911826612062645,0.05496739083411384,0.06704282847737014
