split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.9074074074074074
cross_padufes20,FST 2,0.9054290718038529
cross_padufes20,FST 3,0.8884462151394422
cross_padufes20,FST 4,0.7894736842105263
cross_padufes20,FST 5,0.5
cross_padufes20,FST 6,
