split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_fitzpatrick17k,0.6155182397220614,0.784463772989747,0.6365260436238663,0.6107467352370887,0.6004955805601764,0.6155182397220614,0.6025973246690325,0.6485009243629934,0.7768440709617179,0.5907538483703927
