split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_derm7pt,0.5109321058688148,0.7768572871688878,0.32210936010124647,0.3015169082125604,0.26896550322035,0.5109321058688148,0.5148361312707661,0.4017691798941799,0.6000000000000001,0.1937424789410349
