split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.5683018867924529,0.5331412103746398,0.035160676417813064,0.06382832182408062,0.07751813575399503,0.07281458125507649,0.07516635850453576
