split,class,precision,recall,f1
cross_padufes20,melanoma,0.23353293413173654,0.75,0.3561643835616438
cross_padufes20,nevus,0.9324324324324325,0.2827868852459016,0.4339622641509434
cross_padufes20,basal cell carcinoma,0.9,0.9585798816568047,0.9283667621776505
