split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.9166666666666666
cross_padufes20,FST 2,0.9036777583187391
cross_padufes20,FST 3,0.900398406374502
cross_padufes20,FST 4,0.7368421052631579
cross_padufes20,FST 5,1.0
cross_padufes20,FST 6,
