split,fitzpatrick_type,accuracy
cross_fitzpatrick17k,FST 1,0.5655172413793104
cross_fitzpatrick17k,FST 2,0.6103202846975089
cross_fitzpatrick17k,FST 3,0.600609756097561
cross_fitzpatrick17k,FST 4,0.5446009389671361
cross_fitzpatrick17k,FST 5,0.47058823529411764
cross_fitzpatrick17k,FST 6,0.59375
