split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_padufes20,0.7388255915863278,0.8239013659832061,0.5696689967848697,0.6105538849548938,0.5347786497530048,0.7388255915863278,0.7536084415831472,0.6357064277856357,0.6842105263157895,0.35468787647984373
