split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.8935483870967742,0.7857142857142857,0.1078341013824885,0.19467485919098823,0.14714433416046319,0.06921959953329515,0.10818196684687917
