split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.9166666666666666
cross_padufes20,FST 2,0.8949211908931699
cross_padufes20,FST 3,0.8804780876494024
cross_padufes20,FST 4,0.8421052631578947
cross_padufes20,FST 5,0.25
cross_padufes20,FST 6,
