split,fitzpatrick_type,accuracy
cross_isic2019,FST 1,
cross_isic2019,FST 2,
cross_isic2019,FST 3,
cross_isic2019,FST 4,
cross_isic2019,FST 5,
cross_isic2019,FST 6,
