split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.7903225806451613,0.7142857142857143,0.07603686635944695,0.13753200204813107,0.10631424546255386,0.06302339813182123,0.08466882179718754
