split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_derm7pt,0.525891829689298,0.7527146903739809,0.29559044130472706,0.3389896480331263,0.2822592274232617,0.525891829689298,0.5468551533146878,0.46523545987147524,0.7310469314079423,0.13333333333333333
