split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.5704697986577181
cross_padufes20,FST 2,0.5334114888628371
cross_padufes20,FST 3,0.4987012987012987
cross_padufes20,FST 4,0.5294117647058824
cross_padufes20,FST 5,0.2222222222222222
cross_padufes20,FST 6,
