split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.6354716981132076,0.5648414985590778,0.07063019955412975,0.02343900096061477,0.06032235801042631,0.04762809662708908,0.053975227318757694
