split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.5856603773584905,0.5389048991354467,0.04675547822304382,0.014473746216446435,0.031107462063059088,0.037179750694402235,0.034143606378730665
