split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.4520754716981132,0.4438040345821326,0.008271437115980607,0.044913272796476535,0.05416756527669122,0.050561705501886246,0.05236463538928873
