split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_padufes20,0.5118317265556529,0.696916041825676,0.5170433145009415,0.4939955378795227,0.398616457587966,0.5118317265556529,0.6067845797073775,0.40108832311802606,0.545816733067729,0.22774399478110952
