split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_isic2019,0.7353635076766724,0.7171902950807078,0.5615912170238584,0.49767422060666344,0.5147175361022095,0.7353635076766724,0.7242618074005219,,,
