split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_isic2019,0.7123486303248815,0.8466380285942927,0.644011650059515,0.6709071105119179,0.6532850558100031,0.7123486303248815,0.7159920476497985,,,
