split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.9444444444444444
cross_padufes20,FST 2,0.9071803852889667
cross_padufes20,FST 3,0.8725099601593626
cross_padufes20,FST 4,0.868421052631579
cross_padufes20,FST 5,1.0
cross_padufes20,FST 6,
