split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.5302013422818792
cross_padufes20,FST 2,0.5252051582649473
cross_padufes20,FST 3,0.4883116883116883
cross_padufes20,FST 4,0.49019607843137253
cross_padufes20,FST 5,0.4444444444444444
cross_padufes20,FST 6,
