split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_derm7pt,0.5069124423963134,0.761413639848659,0.2946064884819538,0.33718544328300426,0.2736549245592837,0.5069124423963134,0.5254045875071334,0.3184455391351943,0.7142857142857143,0.12222222222222222
