,accuracy,precision,recall,auroc,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
derm7pt,0.5069124423963134,0.2946064884819538,0.33718544328300426,0.761413639848659,0.2736549245592837,0.5069124423963134,0.5254045875071334,0.3184455391351943,0.7142857142857143,0.12222222222222222
padufes20,0.49297140087251573,0.41554801782255646,0.5117389067649804,0.7906778188592545,0.4109113051009031,0.49297140087251573,0.4932680456654624,0.2984848484848485,0.8382559774964837,0.19277635215159888
