split,class,precision,recall,f1
cross_padufes20,melanoma,0.20261437908496732,0.5961538461538461,0.3024390243902439
cross_padufes20,nevus,0.8110236220472441,0.42213114754098363,0.555256064690027
cross_padufes20,basal cell carcinoma,0.9140534262485482,0.9313609467455621,0.9226260257913247
