split,fitzpatrick_type,accuracy
cross_fitzpatrick17k,FST 1,0.5885057471264368
cross_fitzpatrick17k,FST 2,0.599644128113879
cross_fitzpatrick17k,FST 3,0.5792682926829268
cross_fitzpatrick17k,FST 4,0.5305164319248826
cross_fitzpatrick17k,FST 5,0.5490196078431373
cross_fitzpatrick17k,FST 6,0.46875
