,accuracy,precision,recall,auroc,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
derm7pt,0.5270425776754891,0.2989976980912094,0.320343685300207,0.7536724206478235,0.2811935156359223,0.5270425776754891,0.5552482495317543,0.39602925809822365,0.596938775510204,0.46945310695310694
padufes20,0.5225399903053806,0.4482280074734749,0.5291343263699627,0.790548968199621,0.4441101962819182,0.5225399903053806,0.526164599506054,0.3875401069518717,0.5518518518518518,0.3563130110100835
isic2019,0.7396101774890204,0.5612480824682384,0.5150525708950807,0.8542714191957561,0.5261234964998461,0.7396101774890204,0.7301583305915387,,,
