split,class,precision,recall,f1
cross_isic2019,melanoma,0.717757827895774,0.5604376816549838,0.629416282642089
cross_isic2019,nevus,0.8052459754587414,0.9307742355237476,0.8634717527764365
cross_isic2019,basal cell carcinoma,0.7609081234480313,0.4990693345742206,0.6027820710973725
cross_isic2019,actinic keratosis,0.2780806979280262,0.410958904109589,0.33170731707317075
cross_isic2019,squamous cell carcinoma,0.24424778761061947,0.17402269861286254,0.203240058910162
