split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.8703703703703703
cross_padufes20,FST 2,0.8441330998248686
cross_padufes20,FST 3,0.8446215139442231
cross_padufes20,FST 4,0.7105263157894737
cross_padufes20,FST 5,0.25
cross_padufes20,FST 6,
