split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.8473118279569892,0.6666666666666666,0.1806451612903226,0.22304147465437793,0.12056878627098927,0.13130815368313029,0.12593846997705976
