split,class,precision,recall,f1
cross_padufes20,melanoma,0.1625615763546798,0.6346153846153846,0.25882352941176473
cross_padufes20,nevus,0.848,0.4344262295081967,0.5745257452574526
cross_padufes20,basal cell carcinoma,0.9200492004920049,0.8852071005917159,0.902291917973462
