split,fitzpatrick_type,accuracy
cross_fitzpatrick17k,FST 1,0.5563218390804597
cross_fitzpatrick17k,FST 2,0.599644128113879
cross_fitzpatrick17k,FST 3,0.5853658536585366
cross_fitzpatrick17k,FST 4,0.5586854460093896
cross_fitzpatrick17k,FST 5,0.5588235294117647
cross_fitzpatrick17k,FST 6,0.65625
