split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.5818867924528301,0.5677233429394812,0.014163449513348914,0.021904917260254116,0.014831824396907353,0.04766096745130025,0.031246395924103804
