split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.8849462365591397,0.7142857142857143,0.17066052227342543,0.20911418330773168,0.07432017322654616,0.13795117715688462,0.10613567519171539
