split,class,precision,recall,f1
cross_fitzpatrick17k,melanoma,0.5089285714285714,0.6963350785340314,0.5880619012527635
cross_fitzpatrick17k,nevus,0.65,0.25627240143369173,0.3676092544987147
cross_fitzpatrick17k,basal cell carcinoma,0.627939142461964,0.761744966442953,0.6884003032600455
