split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_padufes20,0.694127957931639,0.8862406233772039,0.6633367810641777,0.6624389691855013,0.5370597885222876,0.694127957931639,0.7564489704595444,0.26666666666666666,0.0,0.08333333333333333
