split,class,precision,recall,f1
cross_isic2019,melanoma,0.5274408732565191,0.5948025303470679,0.5591000401767778
cross_isic2019,nevus,0.8511389369921407,0.8314248536109304,0.8411664033701949
cross_isic2019,basal cell carcinoma,0.654978244177118,0.5953932061423918,0.6237659963436929
