split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_fitzpatrick17k,0.5615094339622642,0.521613832853026,0.03989560110923818,0.07546154822105015,0.08373793902297534,0.06892924417667738,0.07633359159982636
