split,class,precision,recall,f1
cross_padufes20,melanoma,0.23214285714285715,0.75,0.35454545454545455
cross_padufes20,nevus,0.8598130841121495,0.3770491803278688,0.5242165242165242
cross_padufes20,basal cell carcinoma,0.9053117782909931,0.927810650887574,0.9164231443600234
