split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.8634408602150537,0.8571428571428571,0.006298003072196634,0.2006144393241167,0.1532887153933574,0.09580027930910695,0.12454449735123217
