split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_isic2019,0.7691190882363617,0.6841139875804497,0.5846674726025431,0.5495653017909151,0.5573116077841156,0.7691190882363617,0.7643867481567928,,,
