split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_fitzpatrick17k,0.6189924724956573,0.7965505047990326,0.6418593255920131,0.6142482616527337,0.5994936844944684,0.6189924724956573,0.6022716083381722,0.7752052957935311,0.8128342245989305,0.5787472383319524
