split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.5906040268456376
cross_padufes20,FST 2,0.5685814771395076
cross_padufes20,FST 3,0.5272727272727272
cross_padufes20,FST 4,0.5686274509803921
cross_padufes20,FST 5,0.4444444444444444
cross_padufes20,FST 6,
