split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.8688172043010752,0.6666666666666666,0.2021505376344086,0.20419866871479772,0.16943208793130116,0.10305773435706982,0.1362449111441855
