split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_padufes20,0.7957931638913234,0.8485655519025569,0.6189125768747429,0.5864972354253565,0.5512245952062452,0.7957931638913234,0.7822171551864794,0.52994227994228,0.7631578947368421,0.2337810479203566
