split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.8881720430107527,0.7857142857142857,0.102457757296467,0.1978494623655914,0.17092658718150455,0.12133379862883235,0.14613019290516846
