split,fitzpatrick_type,accuracy
cross_fitzpatrick17k,FST 1,0.5678160919540229
cross_fitzpatrick17k,FST 2,0.6067615658362989
cross_fitzpatrick17k,FST 3,0.6067073170731707
cross_fitzpatrick17k,FST 4,0.5868544600938967
cross_fitzpatrick17k,FST 5,0.5
cross_fitzpatrick17k,FST 6,0.625
