split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.9074074074074074
cross_padufes20,FST 2,0.8984238178633975
cross_padufes20,FST 3,0.8924302788844621
cross_padufes20,FST 4,0.7894736842105263
cross_padufes20,FST 5,1.0
cross_padufes20,FST 6,
