split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_padufes20,0.7528483786152498,0.8403505491833948,0.6280216743560169,0.6009053577779934,0.5040107837514558,0.7528483786152498,0.752812835639478,0.5354278074866311,0.6052631578947368,0.24674611308722358
