split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.9074074074074074
cross_padufes20,FST 2,0.8563922942206655
cross_padufes20,FST 3,0.8087649402390438
cross_padufes20,FST 4,0.6052631578947368
cross_padufes20,FST 5,1.0
cross_padufes20,FST 6,
