split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_isic2019,0.7586315005682486,0.8661547380113012,0.6989844421084691,0.7093224977856835,0.6997599838068732,0.7586315005682486,0.7563934119588763,,,
