split,Acc_light,Acc_dark,Acc_gap,DP_diff,EOpp0,EOpp1,EOdd
cross_padufes20,0.8494623655913979,0.6428571428571429,0.20660522273425497,0.13271889400921658,0.10755053561701872,0.05803970240181,0.08279511900941436
