split,accuracy,auroc,macro_precision,macro_recall,macro_f1,micro_f1,weighted_f1,EOM,PQD,DPM
cross_padufes20,0.4968492486669898,0.7795896416046734,0.4182810035891983,0.5086325531930914,0.41780484305822413,0.4968492486669898,0.48928715729072325,0.3951388888888889,0.9350649350649349,0.28873566520625343
