split,fitzpatrick_type,accuracy
cross_derm7pt,FST 1,0.5776173285198556
cross_derm7pt,FST 2,0.5
cross_derm7pt,FST 3,0.6442307692307693
cross_derm7pt,FST 4,0.525
cross_derm7pt,FST 5,0.6923076923076923
cross_derm7pt,FST 6,0.6666666666666666
