split,fitzpatrick_type,accuracy
cross_padufes20,FST 1,0.5436241610738255
cross_padufes20,FST 2,0.5240328253223916
cross_padufes20,FST 3,0.5194805194805194
cross_padufes20,FST 4,0.5294117647058824
cross_padufes20,FST 5,0.5555555555555556
cross_padufes20,FST 6,
